,CustomerID,Recency,Frequency,Monetary
58,12897.0,204,2,216.5
59,12901.0,8,28,17654.539999999997
60,12902.0,264,1,138.68
61,12904.0,18,2,496.0599999999998
62,12906.0,11,5,2919.809999999999
63,12908.0,176,2,750.0
64,12909.0,39,5,2178.67
65,12910.0,23,8,3075.0400000000013
66,12912.0,2,5,1662.3
67,12913.0,4,4,2066.0099999999998
68,12915.0,148,1,164.0
69,12916.0,138,4,2944.9500000000007
70,12917.0,128,1,594.0
71,12919.0,8,6,1335.1899999999998
72,12920.0,17,1,162.78000000000003
73,12921.0,9,35,15899.290000000006
74,12922.0,161,1,405.38
75,12923.0,64,1,172.82
76,12924.0,88,4,933.7000000000003
77,12925.0,4,2,694.0499999999998
78,12928.0,35,5,2062.6999999999994
79,12929.0,311,1,117.85000000000001
80,12930.0,78,2,415.8
81,12931.0,21,15,42055.95999999999
82,12933.0,24,3,607.5299999999999
83,12935.0,2,7,2160.6999999999994
84,12936.0,17,4,1063.9000000000005
85,12937.0,15,4,1504.2700000000004
86,12938.0,25,1,114.14
87,12939.0,64,8,11581.8
88,12940.0,54,2,899.69
89,12942.0,131,3,675.6
90,12944.0,35,2,604.51
91,12945.0,288,1,462.95000000000005
92,12947.0,143,5,1299.9500000000005
93,12948.0,16,7,2064.95
94,12949.0,30,8,4167.220000000001
95,12950.0,2,3,1843.0
96,12951.0,8,6,1064.0700000000004
97,12952.0,5,4,1387.7900000000004
98,12953.0,9,1,329.84999999999997
99,12955.0,1,11,4757.159999999999
100,12956.0,306,1,108.07
101,12957.0,9,8,4017.5400000000027
102,12962.0,7,2,266.39000000000004
103,12963.0,8,8,1856.6299999999997
104,12965.0,89,1,769.8099999999997
105,12966.0,9,1,160.18
106,12967.0,358,1,292.5
107,12968.0,112,1,135.95
108,12970.0,7,4,405.4699999999999
109,12971.0,3,83,10921.719999999998
110,12974.0,197,1,144.8
111,12976.0,211,1,738.6
112,12977.0,156,1,39.24
113,12980.0,157,9,7374.900000000001
114,12981.0,29,2,372.21999999999997
115,12982.0,242,1,390.53999999999996
116,12984.0,18,1,97.5
117,12985.0,0,2,1239.38
118,12987.0,73,2,558.7
119,12988.0,292,1,505.82
120,12989.0,3,15,6924.109999999996
121,12990.0,31,3,409.50000000000006
122,12991.0,23,2,503.76
123,12993.0,23,4,414.75999999999993
124,12994.0,4,3,974.42
125,12995.0,85,1,211.32
126,12997.0,22,4,1226.89
127,12999.0,196,3,455.8799999999999
128,13000.0,106,3,534.8500000000001
129,13001.0,4,13,9785.970000000012
130,13002.0,318,1,120.94999999999999
131,13003.0,105,3,149.05
132,13004.0,11,18,5655.91
133,13005.0,173,2,513.7
134,13006.0,56,1,81.57
135,13008.0,323,1,229.47000000000003
136,13012.0,9,8,1646.8400000000008
137,13013.0,1,11,3282.599999999999
138,13014.0,10,10,3466.2799999999997
139,13015.0,53,5,3339.6400000000017
140,13016.0,73,3,789.8899999999996
141,13017.0,7,1,204.0
142,13018.0,16,28,7277.699999999997
143,13021.0,4,9,2616.38
144,13023.0,64,2,689.9000000000001
145,13026.0,1,5,975.3599999999998
146,13027.0,113,6,6912.0
147,13028.0,22,2,661.32
148,13029.0,30,3,1247.5
149,13030.0,11,1,350.08000000000004
150,13032.0,52,2,1010.1799999999997
151,13033.0,357,1,190.54999999999998
152,13034.0,54,1,476.91
153,13035.0,73,2,921.8800000000002
154,13037.0,138,3,881.07
155,13038.0,80,3,908.46
156,13040.0,8,2,676.9900000000001
157,13043.0,273,1,516.4200000000001
158,13044.0,291,1,560.4700000000001
159,13045.0,99,1,305.28
160,13046.0,30,2,629.31
161,13047.0,31,7,2870.9100000000003
162,13048.0,14,4,1819.4099999999994
163,13049.0,64,2,656.6800000000002
164,13050.0,14,16,5508.85
165,13052.0,212,1,348.15000000000003
166,13055.0,78,3,1214.41
167,13058.0,24,3,271.4
168,13059.0,249,1,183.4
169,13060.0,253,1,307.53000000000003
170,13061.0,72,1,248.61
171,13062.0,191,1,346.98
172,13064.0,12,4,1105.5900000000004
173,13066.0,24,2,470.80000000000007
174,13067.0,82,1,115.46000000000002
175,13068.0,10,2,344.0
176,13069.0,0,22,4098.939999999998
177,13070.0,192,1,228.8
178,13072.0,266,1,177.14999999999998
179,13075.0,129,1,919.61
180,13077.0,1,3,414.2999999999998
181,13078.0,3,25,12113.549999999997
182,13079.0,4,5,220.09999999999997
183,13080.0,179,1,58.08
184,13081.0,11,9,25970.60000000006
185,13082.0,126,9,3613.6300000000006
186,13083.0,4,2,303.75
187,13085.0,157,2,416.08000000000004
188,13089.0,2,94,55531.460000000116
189,13090.0,8,13,8750.220000000001
190,13091.0,28,1,345.82
191,13092.0,70,5,477.83
192,13093.0,275,7,7033.069999999999
193,13094.0,21,11,1703.64
194,13095.0,70,1,74.4
195,13097.0,32,10,6003.219999999994
196,13098.0,1,28,28882.440000000013
197,13099.0,99,1,207.35999999999999
198,13101.0,234,1,101.18999999999998
199,13102.0,1,24,6424.090000000001
200,13103.0,39,1,243.94
201,13104.0,3,6,1098.48
202,13106.0,133,1,76.5
203,13107.0,44,4,1531.6200000000003
204,13109.0,59,2,786.5400000000001
205,13110.0,31,7,1488.6700000000012
206,13113.0,0,23,11872.990000000005
207,13115.0,11,4,2294.7800000000007
208,13116.0,138,1,501.14000000000004
209,13117.0,21,7,782.79
210,13118.0,19,5,1197.8099999999995
211,13120.0,238,1,30.599999999999998
212,13121.0,269,1,283.7299999999999
213,13122.0,94,2,922.3900000000002
214,13124.0,89,3,3756.329999999998
215,13126.0,4,6,1876.2000000000003
216,13127.0,77,1,259.16999999999996
217,13130.0,94,1,64.0
218,13131.0,23,3,1073.2999999999997
219,13132.0,261,1,77.3
220,13133.0,273,2,109.80000000000001
221,13134.0,85,4,1793.58
222,13135.0,196,1,3096.0
223,13136.0,56,5,2607.6099999999997
224,13137.0,10,8,3603.2899999999995
225,13138.0,22,5,769.16
226,13139.0,16,7,5064.940000000003
227,13140.0,108,2,264.21
228,13141.0,84,5,2388.7499999999995
229,13142.0,19,1,307.0899999999999
230,13144.0,332,1,110.94999999999999
231,13145.0,39,3,323.52
232,13146.0,26,1,228.91
233,13147.0,10,4,712.8000000000001
234,13148.0,29,12,3683.2600000000007
235,13149.0,14,4,1676.0599999999997
236,13151.0,295,1,1257.8700000000003
237,13153.0,5,1,486.22
238,13155.0,33,3,592.0600000000001
239,13157.0,49,4,1741.2199999999991
240,13158.0,94,4,1201.0600000000004
241,13159.0,8,4,1429.3500000000006
242,13160.0,22,1,91.8
243,13161.0,313,1,112.75
244,13162.0,122,4,1688.2899999999995
245,13165.0,46,2,1021.4799999999999
246,13166.0,283,1,417.19999999999993
247,13167.0,18,4,791.3300000000002
248,13168.0,36,4,1299.5900000000001
249,13169.0,63,2,712.88
250,13170.0,26,1,108.81000000000002
251,13171.0,21,3,468.4099999999999
252,13173.0,4,1,187.70999999999998
253,13174.0,16,2,1373.76
254,13176.0,46,1,481.49000000000007
255,13177.0,64,1,282.45
256,13178.0,26,11,5725.470000000003
257,13182.0,45,1,121.17999999999999
258,13183.0,7,9,3957.7800000000016
259,13184.0,14,10,1668.950000000001
260,13185.0,267,1,71.4
261,13186.0,39,3,1575.8900000000003
262,13187.0,337,1,236.01999999999995
263,13188.0,11,1,114.60000000000001
264,13189.0,18,2,260.68
265,13192.0,95,2,911.9400000000002
266,13193.0,61,1,112.08
267,13194.0,135,1,60.7
268,13196.0,11,4,1797.78
269,13198.0,10,6,3401.239999999997
270,13199.0,3,37,9348.440000000002
271,13200.0,19,4,870.09
272,13203.0,9,4,869.4599999999999
273,13207.0,15,2,250.26000000000002
274,13208.0,58,6,1217.6499999999999
275,13209.0,30,8,5891.609999999999
276,13210.0,93,1,353.47999999999996
277,13211.0,10,3,1095.42
278,13212.0,19,3,786.8299999999998
279,13213.0,56,5,1520.5800000000004
280,13216.0,267,1,333.74
281,13217.0,122,3,533.98
282,13218.0,127,1,62.64
283,13220.0,78,4,819.29
284,13221.0,240,2,847.4100000000001
285,13223.0,200,2,163.20000000000002
286,13224.0,60,2,2155.9499999999994
287,13225.0,3,7,6463.840000000002
288,13226.0,273,1,108.21000000000001
289,13227.0,201,1,257.7
290,13228.0,81,1,358.0
291,13229.0,225,1,160.95
292,13230.0,4,14,2755.6300000000006
293,13232.0,12,7,1328.3500000000013
294,13233.0,74,2,605.1200000000001
295,13235.0,212,1,1031.0699999999997
296,13236.0,24,2,744.8500000000003
297,13238.0,17,4,700.7300000000001
298,13239.0,261,1,329.56
299,13240.0,96,4,663.6500000000001
300,13242.0,112,3,270.40000000000003
301,13243.0,203,1,585.1200000000001
302,13244.0,92,1,121.74000000000001
303,13245.0,50,1,430.5
304,13246.0,18,6,1961.520000000001
305,13247.0,17,4,501.12
306,13248.0,124,2,465.6799999999999
307,13249.0,92,3,711.41
308,13253.0,156,2,1030.3999999999999
309,13255.0,9,1,173.81
310,13256.0,14,1,0.0
311,13258.0,11,3,672.8299999999999
312,13259.0,61,1,283.1799999999999
313,13260.0,61,1,557.6200000000001
314,13261.0,268,2,944.1
315,13262.0,263,1,200.29000000000002
316,13263.0,1,35,7436.929999999956
317,13265.0,53,5,2092.6600000000008
318,13266.0,11,12,3834.26
319,13267.0,2,18,4193.040000000002
320,13268.0,17,11,3174.749999999999
321,13269.0,1,14,4991.85
322,13271.0,37,1,211.48999999999992
323,13272.0,31,2,276.56000000000006
324,13273.0,113,1,138.97999999999996
325,13276.0,63,2,590.93
326,13277.0,15,4,258.4
327,13278.0,40,1,542.73
328,13279.0,78,1,137.75
329,13280.0,122,3,798.46
330,13282.0,18,3,1132.1399999999999
331,13283.0,59,2,93.66
332,13284.0,330,1,201.19
333,13285.0,23,4,2709.1200000000003
334,13291.0,155,1,361.10999999999996
335,13292.0,38,2,578.9399999999999
336,13294.0,189,2,873.7399999999998
337,13295.0,359,1,201.2
338,13296.0,137,1,87.4
339,13297.0,7,4,2089.8500000000004
340,13298.0,1,1,360.0
341,13299.0,268,1,142.5
342,13300.0,169,1,371.89000000000004
343,13301.0,103,4,618.0899999999998
344,13302.0,155,1,63.75
345,13304.0,351,1,300.4199999999999
346,13305.0,4,9,1864.6599999999994
347,13307.0,120,1,15.0
348,13308.0,22,3,1385.51
349,13309.0,7,5,1456.7899999999993
350,13310.0,28,3,1132.0300000000002
351,13311.0,4,2,598.57
352,13313.0,22,5,1555.3199999999993
353,13314.0,1,3,775.9400000000002
354,13316.0,37,4,5732.930000000001
355,13317.0,66,6,2273.679999999999
356,13318.0,1,3,640.76
357,13319.0,5,26,10845.549999999988
358,13320.0,78,4,1532.2000000000003
359,13321.0,72,2,567.36
360,13322.0,17,1,199.48
361,13323.0,3,5,787.85
362,13324.0,36,10,7121.949999999994
363,13325.0,81,1,675.3
364,13327.0,38,8,3627.769999999998
365,13328.0,316,1,1308.48
366,13329.0,31,1,484.7999999999999
367,13330.0,92,3,1140.9299999999996
368,13332.0,14,1,350.9
369,13334.0,82,3,3502.319999999998
370,13336.0,77,1,795.12
371,13338.0,157,1,487.02
372,13339.0,200,1,860.1200000000002
373,13340.0,45,7,10736.47999999999
374,13341.0,260,1,775.8499999999999
375,13343.0,177,1,353.43
376,13344.0,67,3,2511.6900000000014
377,13345.0,287,1,389.50000000000006
378,13347.0,70,1,341.36
379,13348.0,64,1,233.76
380,13349.0,10,1,247.31999999999996
381,13350.0,16,2,979.1199999999999
382,13351.0,66,1,373.94
383,13352.0,60,1,397.9800000000001
384,13354.0,71,1,743.5300000000003
385,13355.0,122,1,674.7
386,13356.0,80,1,768.2400000000001
387,13357.0,257,1,609.4
388,13358.0,268,1,439.03000000000003
389,13359.0,63,1,439.55999999999995
390,13362.0,9,4,3090.7399999999984
391,13363.0,17,2,992.5000000000002
392,13364.0,71,1,134.96
393,13365.0,33,2,2225.3700000000013
394,13366.0,50,1,56.160000000000004
395,13368.0,256,2,623.4
396,13369.0,365,1,308.28000000000003
397,13372.0,89,1,378.64
398,13373.0,60,3,3312.2500000000005
399,13375.0,88,1,778.6499999999997
400,13376.0,99,3,1019.7600000000003
401,13379.0,26,3,572.5599999999997
402,13381.0,31,6,3639.3100000000004
403,13382.0,280,1,222.99
404,13384.0,30,7,4151.929999999999
405,13385.0,329,1,534.5700000000002
406,13388.0,131,2,677.1000000000001
407,13389.0,11,3,797.96
408,13390.0,74,1,544.0799999999999
409,13391.0,203,1,59.8
410,13394.0,1,8,2520.0199999999995
411,13395.0,185,1,307.72
412,13396.0,29,2,1360.9899999999998
413,13397.0,72,5,1544.1299999999997
414,13398.0,192,1,457.3400000000001
415,13402.0,127,1,312.95
416,13403.0,17,1,75.0
417,13404.0,1,2,252.48999999999998
418,13405.0,74,3,572.4509999999999
419,13408.0,1,60,26558.359999999982
420,13410.0,24,5,1003.0600000000001
421,13411.0,107,1,213.55000000000004
422,13414.0,133,3,1390.5
423,13416.0,43,2,712.5000000000001
424,13417.0,4,2,640.83
425,13418.0,11,16,5504.190000000001
426,13419.0,63,1,221.05999999999995
427,13420.0,149,2,159.85
428,13421.0,40,2,1833.7099999999996
429,13422.0,64,1,2626.3000000000006
430,13425.0,108,3,1624.2099999999998
431,13426.0,0,10,3641.3199999999974
432,13427.0,19,3,582.6
433,13428.0,10,1,201.77999999999994
434,13429.0,10,4,1006.8000000000001
435,13430.0,18,2,679.45
436,13431.0,67,2,1269.0999999999995
437,13434.0,74,2,534.24
438,13435.0,5,7,3809.89
439,13436.0,1,1,196.88999999999996
440,13437.0,14,7,3408.0599999999995
441,13439.0,255,1,283.71
442,13441.0,91,1,296.64000000000004
443,13447.0,23,3,1129.14
444,13448.0,16,4,3090.7300000000023
445,13449.0,23,1,291.88
446,13450.0,26,6,2043.7200000000003
447,13451.0,26,5,2898.2599999999993
448,13452.0,259,2,590.0
449,13453.0,165,2,356.98
450,13455.0,24,1,365.40000000000003
451,13456.0,17,6,1766.7199999999998
452,13458.0,7,14,9646.570000000002
453,13460.0,29,2,183.44
454,13461.0,38,3,1445.0000000000002
455,13462.0,252,1,151.5
456,13464.0,58,1,674.6800000000002
457,13466.0,184,1,307.90000000000003
458,13467.0,10,2,1071.91
459,13468.0,1,34,5122.74
460,13470.0,99,2,165.0
461,13471.0,1,4,2501.839999999998
462,13473.0,60,2,422.64
463,13474.0,236,1,226.83999999999997
464,13475.0,191,4,1431.7800000000009
465,13476.0,178,2,1238.4699999999998
466,13477.0,37,6,1454.579999999999
467,13479.0,200,2,300.95
468,13481.0,45,5,1804.5599999999993
469,13482.0,232,1,184.64
470,13483.0,65,1,140.34000000000003
471,13484.0,241,1,313.79999999999995
472,13485.0,233,1,454.24
473,13486.0,78,3,1122.4099999999999
474,13487.0,57,3,575.4000000000001
475,13488.0,17,12,7586.390000000001
476,13489.0,105,4,449.52
477,13491.0,51,9,1116.9199999999998
478,13494.0,311,1,316.26
479,13495.0,7,4,1533.9199999999998
480,13496.0,10,2,653.3299999999999
481,13497.0,282,1,194.55
482,13499.0,17,5,1159.11
483,13500.0,23,3,1166.7700000000002
484,13502.0,16,3,292.0
485,13503.0,71,1,216.84999999999997
486,13504.0,64,1,295.93
487,13506.0,316,1,157.4
488,13507.0,3,4,2479.159999999999
489,13508.0,243,1,110.97
490,13509.0,8,7,979.7200000000001
491,13510.0,1,4,1791.5599999999984
492,13512.0,260,1,251.20999999999998
493,13513.0,126,1,205.09999999999997
494,13514.0,73,1,152.20000000000002
495,13515.0,72,4,891.1200000000002
496,13516.0,21,3,1389.4100000000003
497,13517.0,59,3,2128.42
498,13518.0,85,1,627.16
499,13519.0,78,1,122.75
500,13521.0,1,3,1071.7299999999998
501,13522.0,30,1,125.80000000000001
502,13523.0,33,4,3397.93
503,13524.0,40,5,680.1800000000001
504,13525.0,14,2,628.78
505,13527.0,33,7,2242.36
506,13529.0,78,2,307.76
507,13531.0,205,1,178.35
508,13532.0,33,1,210.30999999999983
509,13533.0,182,3,269.09000000000015
510,13534.0,2,25,5870.080000000015
511,13536.0,1,7,3444.3899999999985
512,13538.0,43,7,1280.85
513,13539.0,85,3,631.3400000000001
514,13544.0,39,2,276.06
515,13546.0,12,3,621.0899999999999
516,13548.0,96,2,678.16
517,13549.0,25,7,918.1999999999998
518,13551.0,319,1,91.80000000000001
519,13552.0,66,12,3740.070000000001
520,13555.0,73,4,4098.880000000003
521,13557.0,28,2,584.0600000000001
522,13558.0,5,4,594.5199999999999
523,13560.0,7,1,171.42000000000004
524,13561.0,215,1,141.86
525,13562.0,81,3,1799.3299999999988
526,13563.0,84,2,777.5300000000001
527,13564.0,144,2,1188.62
528,13565.0,19,2,240.22000000000006
529,13566.0,40,2,856.8399999999998
530,13568.0,173,1,187.05000000000004
531,13569.0,17,1,228.79999999999995
532,13570.0,243,1,239.49000000000004
533,13571.0,12,12,2088.94
534,13572.0,205,1,1384.25
535,13573.0,50,2,290.25
536,13575.0,23,5,732.0699999999997
537,13576.0,10,17,6368.190000000001
538,13577.0,25,4,1687.5999999999988
539,13579.0,14,1,302.34
540,13581.0,309,1,117.99999999999999
541,13583.0,155,1,781.0300000000002
542,13584.0,306,1,142.40000000000003
543,13587.0,63,1,712.4
544,13588.0,15,9,2478.949999999998
545,13589.0,14,2,379.65000000000003
546,13590.0,11,6,1981.9199999999994
547,13591.0,64,3,1117.1300000000003
548,13592.0,35,4,247.95999999999995
549,13593.0,108,5,2011.8800000000006
550,13594.0,52,1,396.96999999999997
551,13596.0,5,2,664.1099999999999
552,13598.0,47,1,160.04000000000008
553,13599.0,1,19,4797.079999999997
554,13600.0,312,1,219.51999999999998
555,13601.0,45,2,693.3200000000002
556,13602.0,64,1,428.88999999999993
557,13603.0,26,1,164.34
558,13606.0,29,3,276.74999999999994
559,13607.0,40,1,675.5099999999996
560,13610.0,12,7,1082.3300000000004
561,13611.0,89,3,1154.4000000000003
562,13614.0,24,4,1585.460000000001
563,13615.0,318,1,417.6900000000001
564,13617.0,40,3,544.18
565,13618.0,173,1,177.34000000000003
566,13621.0,116,1,213.85
567,13623.0,30,5,727.7400000000001
568,13626.0,252,1,257.22999999999996
569,13627.0,59,5,1638.4700000000003
570,13629.0,23,11,7792.36
571,13630.0,5,7,2031.7800000000002
572,13631.0,99,11,3070.42
573,13632.0,24,5,2118.9300000000003
574,13634.0,33,5,1547.3600000000004
575,13635.0,67,1,1071.0300000000002
576,13636.0,36,5,949.1199999999999
577,13637.0,52,3,804.2999999999998
578,13638.0,15,1,122.64000000000001
579,13639.0,74,1,1033.3400000000001
580,13642.0,215,1,312.28
581,13643.0,31,3,519.44
582,13644.0,16,4,2624.260000000001
583,13645.0,120,1,252.1
584,13647.0,9,4,1648.1200000000001
585,13649.0,256,1,148.8
586,13650.0,16,6,1836.34
587,13651.0,35,2,94.2
588,13652.0,45,2,786.28
589,13654.0,43,6,2707.329999999999
590,13655.0,114,2,932.9700000000004
591,13656.0,164,2,379.65000000000003
592,13657.0,10,2,382.13999999999993
593,13658.0,9,5,2639.1700000000037
594,13659.0,205,2,1563.0000000000007
595,13662.0,85,3,881.2600000000001
596,13663.0,179,1,189.47
597,13666.0,60,3,84.65000000000002
598,13667.0,149,1,299.04999999999984
599,13668.0,2,21,6309.829999999985
600,13669.0,50,2,218.55
601,13670.0,75,1,349.70000000000016
602,13672.0,301,2,186.39
603,13673.0,18,2,387.43999999999994
604,13675.0,151,2,486.82000000000005
605,13678.0,151,1,232.60000000000005
606,13680.0,1,4,3719.1200000000013
607,13681.0,17,4,827.83
608,13682.0,187,1,59.5
609,13684.0,285,1,65.13000000000001
610,13685.0,2,7,3119.4400000000014
611,13686.0,182,1,72.0
612,13689.0,63,1,910.0
613,13690.0,59,1,172.25
614,13692.0,24,3,1488.3200000000004
615,13694.0,3,49,64197.500000000015
616,13695.0,31,15,2504.1299999999987
617,13697.0,38,1,151.3
618,13699.0,155,1,308.58
619,13700.0,26,10,2248.6299999999997
620,13703.0,318,1,99.5
621,13704.0,5,9,2308.0599999999986
622,13705.0,7,2,393.72
623,13706.0,302,1,330.78999999999996
624,13707.0,267,2,806.4100000000004
625,13708.0,271,1,285.3299999999999
626,13709.0,3,13,6307.650000000004
627,13710.0,31,1,180.48000000000002
628,13711.0,218,2,252.06000000000003
629,13712.0,246,1,228.83999999999997
630,13715.0,281,4,804.7399999999999
631,13716.0,269,1,138.28
632,13717.0,32,6,1445.0100000000002
633,13718.0,246,2,306.55
634,13719.0,15,5,1041.68
635,13720.0,116,4,799.8999999999999
636,13721.0,36,1,524.14
637,13722.0,131,3,2375.4100000000008
638,13723.0,217,1,199.85000000000002
639,13725.0,49,8,1980.5600000000004
640,13726.0,38,2,1079.6600000000003
641,13727.0,28,2,333.4800000000001
642,13728.0,36,6,1016.1399999999999
643,13730.0,135,2,752.5999999999998
644,13731.0,219,2,610.5899999999999
645,13732.0,28,1,491.86
646,13735.0,24,4,2883.5399999999977
647,13736.0,5,2,729.7999999999998
648,13737.0,200,1,339.59999999999997
649,13739.0,18,1,216.9
650,13740.0,240,1,350.75
651,13741.0,71,3,668.43
652,13742.0,16,12,3107.870000000001
653,13743.0,2,7,1341.5999999999997
654,13744.0,95,2,1080.52
655,13745.0,162,1,300.03999999999996
656,13748.0,95,4,744.25
657,13750.0,53,5,1647.2599999999998
658,13751.0,288,1,296.24999999999994
659,13752.0,124,6,1175.38
660,13753.0,287,1,741.26
661,13754.0,151,2,282.6
662,13755.0,3,9,2108.0600000000013
663,13756.0,2,13,4656.719999999995
664,13758.0,11,5,2471.7
665,13759.0,33,2,659.41
666,13760.0,54,2,286.78999999999996
667,13761.0,50,2,1070.65
668,13762.0,218,1,306.72
669,13763.0,63,1,1714.9599999999998
670,13764.0,70,3,1519.42
671,13767.0,2,34,15583.400000000001
672,13769.0,2,9,2474.2100000000005
673,13771.0,64,4,2634.450000000001
674,13772.0,33,3,1122.6299999999999
675,13774.0,81,1,344.99999999999994
676,13777.0,0,24,19136.999999999993
677,13778.0,103,1,178.7
678,13780.0,7,2,360.01
679,13781.0,250,1,127.84000000000002
680,13782.0,12,6,908.8599999999992
681,13784.0,9,11,2462.7899999999995
682,13787.0,75,2,309.04
683,13790.0,4,1,348.79999999999995
684,13791.0,127,2,1516.0
685,13792.0,66,2,195.54999999999995
686,13798.0,1,56,36745.84999999997
687,13799.0,116,2,688.8600000000002
688,13800.0,309,1,558.3199999999997
689,13801.0,66,1,324.79999999999995
690,13802.0,138,3,4599.420000000001
691,13803.0,255,1,277.07000000000005
692,13804.0,30,7,2588.3900000000003
693,13805.0,52,2,924.5999999999999
694,13806.0,63,1,256.38
695,13808.0,5,5,1747.66
696,13819.0,301,3,1140.35
697,13821.0,144,2,385.64
698,13822.0,5,2,632.0000000000001
699,13823.0,18,2,957.6600000000001
700,13824.0,32,5,1698.9399999999998
701,13826.0,176,1,189.5
702,13827.0,57,3,409.7999999999998
703,13828.0,22,1,209.49000000000004
704,13831.0,16,5,1790.4499999999996
705,13832.0,19,1,52.199999999999996
706,13833.0,159,1,383.8499999999999
707,13835.0,25,4,834.57
708,13837.0,211,2,266.59000000000003
709,13838.0,5,3,444.15999999999957
710,13841.0,252,1,85.0
711,13842.0,58,8,3075.0499999999997
712,13844.0,11,1,361.62
713,13845.0,64,1,312.98
714,13846.0,24,3,865.0600000000005
715,13848.0,92,2,935.0
716,13849.0,51,2,1537.95
717,13850.0,129,1,1595.4799999999996
718,13851.0,95,3,2651.46
719,13853.0,57,1,1090.14
720,13854.0,8,25,8109.5199999999995
721,13856.0,168,3,388.5
722,13858.0,57,1,216.16999999999996
723,13859.0,326,1,201.16
724,13860.0,1,5,1245.9000000000003
725,13862.0,18,8,2209.360000000001
726,13863.0,247,1,305.78000000000003
727,13865.0,58,4,501.56
728,13866.0,74,1,145.67
729,13867.0,31,3,1005.0900000000001
730,13868.0,7,2,3192.54
731,13869.0,123,4,3083.6500000000037
732,13870.0,2,8,2770.9400000000005
733,13871.0,22,13,6403.250000000004
734,13873.0,119,3,389.6
735,13874.0,358,1,540.45
736,13875.0,53,5,1786.7900000000004
737,13876.0,63,1,122.69999999999999
738,13877.0,86,1,117.24000000000001
739,13878.0,54,1,1271.57
740,13880.0,21,12,3121.970000000001
741,13881.0,3,20,17159.519999999993
742,13882.0,2,5,1191.1299999999999
743,13883.0,10,5,2674.479999999998
744,13884.0,7,5,787.6000000000001
745,13885.0,189,2,506.8000000000001
746,13886.0,71,1,243.56000000000003
747,13887.0,204,1,349.54999999999995
748,13888.0,119,2,595.67
749,13889.0,92,1,416.9
750,13890.0,1,10,1883.8099999999995
751,13892.0,26,4,632.97
752,13893.0,297,1,821.1
753,13894.0,23,3,564.62
754,13895.0,28,4,2593.0699999999993
755,13897.0,50,1,311.15999999999997
756,13898.0,325,1,155.93
757,13899.0,16,2,388.52000000000004
758,13900.0,183,3,740.9499999999997
759,13901.0,72,5,2867.2
760,13904.0,37,2,332.63999999999993
761,13908.0,79,4,2369.5499999999984
762,13911.0,57,9,2580.909999999999
763,13914.0,11,2,626.4499999999999
764,13917.0,49,2,272.04
765,13918.0,49,2,1212.8400000000001
766,13922.0,351,1,172.24999999999997
767,13923.0,53,1,351.13000000000005
768,13924.0,1,6,1838.8500000000001
769,13925.0,92,4,678.2499999999999
770,13926.0,23,1,223.85000000000002
771,13927.0,74,1,348.99
772,13928.0,10,4,464.56999999999994
773,13929.0,169,2,842.6500000000001
774,13930.0,57,2,337.3399999999999
775,13931.0,95,2,1237.5300000000002
776,13932.0,294,1,307.4
777,13933.0,109,2,608.7899999999998
778,13934.0,263,1,922.0999999999997
779,13936.0,179,1,376.58
780,13937.0,169,1,158.85
781,13938.0,35,1,71.66
782,13939.0,23,3,568.5499999999998
